id,main_category,category,sub_category,item_name,standard,unit,crew_composition_text,productivity_type,skill_worker_1_pum,skill_worker_1_count,skill_worker_2_pum,skill_worker_2_count,special_worker_pum,special_worker_count,common_worker_pum,common_worker_count,equipment_pum,equipment_count,pumsam_workload,molit_workload
224,"RC공사","거푸집","종이거푸집(원형)","","종이거푸집(원형)","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0
206,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","간단","㎡","형틀목공 5인, 보통인부 2인 기준","인력 생산성",0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,70.0
211,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","간단(3회)","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0
210,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","곡면","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66,0.0
207,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","보통","㎡","형틀목공 5인, 보통인부 2인 기준","인력 생산성",0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,60.0
212,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","보통(4회)","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.72,0.0
208,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","복잡","㎡","형틀목공 5인, 보통인부 2인 기준","인력 생산성",0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,40.0
213,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","복잡(6회)","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66,0.0
209,"RC공사","거푸집","합판거푸집","6-3-1 합판거푸집 설치 및 해체('01, '08, '09, '17, '18, '22, '24년 보완)","복잡(해체)","㎡","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
202,"RC공사","철근 현장","가공","6-2-2 현장가공('08, '14, '22, '24년 보완)","Type-Ⅱ 기준",ton,"철근공 3인, 보통인부 1인 기준","인력 생산성",0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.37
204,"RC공사","철근 현장","조립(건축)","","건축 TYPE-Ⅰ 기준",ton,"철근공 6인, 보통인부 2인 기준","인력 생산성",0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4,3.4
205,"RC공사","철근 현장","조립(건축)","","건축 TYPE-Ⅱ 기준",ton,"철근공 6인, 보통인부 2인 기준","인력 생산성",0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0
203,"RC공사","철근 현장","조립(토목)","6-2-3 현장조립('08, '14, '22, '24년 보완)","토목 Type-Ⅱ-1 기준",ton,"철근공 5인, 보통인부 2인 기준","인력 생산성",0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.6,2.5
225,"RC공사","타설","콘크리트 펌프카","6-1-4 콘크리트 펌프차 타설('08, '09, '17, '22, '24년 보완)","슬럼프: 15cm, 시설유형 TYPE-Ⅰ, 현장조건(f2) TYPE-Ⅱ (무근구조물)","㎥","콘크리트 펌프카 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1.0,189.0,189.0
227,"RC공사","타설","콘크리트 펌프카","6-1-4 콘크리트 펌프차 타설('08, '09, '17, '22, '24년 보완)","슬럼프: 15cm, 시설유형 TYPE-Ⅱ, 현장조건(f2) TYPE-Ⅱ (철근구조물)","㎥","콘크리트 펌프카 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,130.0,130.0
226,"RC공사","타설","콘크리트 펌프카","6-1-4 콘크리트 펌프차 타설('08, '09, '17, '22, '24년 보완)","슬럼프: 15cm, 시설유형 Type-Ⅱ, 현장조건 Type-Ⅰ기준 (철근구조물)","㎥","콘크리트 펌프카 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,156.0,182.0
49,"가설공사","동바리","건축,기계설비","2-6-2 강관 동바리 설치 및 해체(건축, 기계설비)('16년 보완)","3.5m 초과 ~ 4.2m 이하, 간격 0.6m~0.9m","㎡","형틀목공 3인, 보통인부 1인 기준","인력 생산성",0.06,5.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,55.0,0.0
48,"가설공사","동바리","건축,기계설비","2-6-2 강관 동바리 설치 및 해체(건축, 기계설비)('16년 보완)","3.5m이하, 간격 0.6m~0.9m","㎡","형틀목공 3인, 보통인부 1인 기준","인력 생산성",0.05,5.0,0.0,0.0,0.0,0.0,0.01,2.0,0.0,0.0,65.0,100.0
54,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","설치: 10m 초과 ∼ 20m 이하","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(15ton) 0.5대 기준","인력 생산성",0.68,4.0,0.0,0.0,0.0,0.0,0.21,1.0,0.25,1.0,105.0,0.0
56,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","설치: 20m 초과 ~ 30m 이하","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(20ton) 0.5대 기준","인력 생산성",0.87,4.0,0.0,0.0,0.0,0.0,0.27,1.0,0.28,1.0,85.0,0.0
50,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","설치: 5m 이하, 간격 0.6m~1.2m","공㎡","형틀목공 4인, 보통인부 1인 기준","인력 생산성",0.58,4.0,0.0,0.0,0.0,0.0,0.18,1.0,0.17,1.0,130.0,69.0
52,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","설치: 5m 초과 ~ 10m이하, 간격 0.6m~1.2m","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(15ton) 0.5대 기준","인력 생산성",0.58,4.0,0.0,0.0,0.0,0.0,0.18,1.0,0.17,1.0,120.0,69.0
55,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","해체: 10m 초과 ∼ 20m 이하","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(15ton) 0.5대 기준","인력 생산성",0.68,2.0,0.0,0.0,0.0,0.0,0.21,2.0,0.25,1.0,140.0,0.0
57,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","해체: 20m 초과 ~ 30m 이하","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(20ton) 0.5대 기준","인력 생산성",0.87,2.0,0.0,0.0,0.0,0.0,0.27,2.0,0.28,1.0,115.0,0.0
51,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","해체: 5m 이하, 간격 0.6m~1.2m","공㎡","형틀목공 4인, 보통인부 1인 기준","인력 생산성",0.58,2.0,0.0,0.0,0.0,0.0,0.18,2.0,0.17,1.0,150.0,0.0
53,"가설공사","동바리","시스템 동바리","2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16년 보완)","해체: 5m 초과 ~ 10m이하, 간격 0.6m~1.2m","공㎡","형틀목공 4인, 보통인부 1인 기준 크레인(15ton) 0.5대 기준","인력 생산성",0.58,2.0,0.0,0.0,0.0,0.0,0.18,2.0,0.17,1.0,150.0,0.0
45,"가설공사","동바리","토목","2-6-1 강관 동바리 설치 및 해체(토목)('09, '16년 보완)","2.5m 이하","공㎡","형틀목공 3인, 보통인부 1인 기준","인력 생산성",0.54,3.0,0.0,0.0,0.0,0.0,0.21,1.0,0.0,0.0,50.0,0.0
46,"가설공사","동바리","토목","2-6-1 강관 동바리 설치 및 해체(토목)('09, '16년 보완)","2.5m 초과 ~ 3.5m 이하, 간격 0.6m~0.8m","공㎡","형틀목공 3인, 보통인부 1인 기준","인력 생산성",0.58,3.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,45.0,51.0
47,"가설공사","동바리","토목","2-6-1 강관 동바리 설치 및 해체(토목)('09, '16년 보완)","3.5m 초과 ~ 4.2m 이하","공㎡","형틀목공 3인, 보통인부 1인 기준","인력 생산성",0.63,3.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,40.0,0.0
34,"가설공사","비계","강관비계","2-7-1 강관비계 설치 및 해체('09, '16년 보완)","10m 이하 (쌍줄비계)","㎡","비계공 3인, 보통인부 1인 기준","인력 생산성",0.05,3.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,55.0,60.0
35,"가설공사","비계","강관비계","2-7-1 강관비계 설치 및 해체('09, '16년 보완)","10m 초과 ~ 20m 이하 (쌍줄비계)","㎡","비계공 3인, 보통인부 1인 기준","인력 생산성",0.06,3.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,45.0,0.0
36,"가설공사","비계","강관비계","2-7-1 강관비계 설치 및 해체('09, '16년 보완)","20m 초과 ~ 30m 이하 (쌍줄비계)","㎡","비계공 3인, 보통인부 1인 기준","인력 생산성",0.07,3.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,40.0,0.0
37,"가설공사","비계","강관틀비계","2-7-3 강관틀 비계 설치 및 해체('16년 보완)","10m 이하","㎡","비계공 1인, 보통인부 1인 기준","인력 생산성",0.02,3.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,150.0,0.0
38,"가설공사","비계","강관틀비계","2-7-3 강관틀 비계 설치 및 해체('16년 보완)","10m 초과 ~ 20m 이하","㎡","비계공 1인, 보통인부 1인 기준","인력 생산성",0.03,3.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,100.0,0.0
41,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","설치: 10m 초과~20m 이하","㎡","비계공 4인, 보통인부 1인 기준","인력 생산성",0.06,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,130.0,0.0
39,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","설치: 10m이하","㎡","비계공 4인, 보통인부 1인 기준","인력 생산성",0.04,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,150.0,100.0
43,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","설치: 20m 초과 ~ 30m 이하","㎡","비계공 4인, 보통인부 1인 기준","인력 생산성",0.05,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,110.0,0.0
42,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","해체: 10m 초과~20m 이하","㎡","비계공 2인, 보통인부 2인 기준","인력 생산성",0.04,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,130.0,0.0
40,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","해체: 10m이하","㎡","비계공 2인, 보통인부 2인 기준","인력 생산성",0.05,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,150.0,100.0
44,"가설공사","비계","시스템비계","2-7-2 시스템비계 설치 및 해체(인력)","해체: 20m 초과 ~ 30m 이하","㎡","비계공 2인, 보통인부 2인 기준","인력 생산성",0.06,4.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,110.0,0.0
2,"공통가설","가설건축물","가설사무실","","토목공사 기준","일","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
4,"공통가설","가설건축물","철제조립식","2-3-1 철제조립식 가설건축물 설치 및 해체('92년 신설, '09, '22년 보완)","사무소 350m2 (목공-1인, 보통-1인)","㎡","건축목공 1인, 보통인부 1인, 크레인(10ton) 1대 기준","인력 생산성",0.26,1.0,0.0,0.0,0.0,0.0,0.11,1.0,0.19,1.0,2.7027027027027,0.0
5,"공통가설","가설건축물","철제조립식","2-3-1 철제조립식 가설건축물 설치 및 해체('92년 신설, '09, '22년 보완)","창고 80m2 (목공-1인, 보통-1인)","㎡","건축목공 1인, 보통인부 1인, 크레인(10ton) 1대 기준","인력 생산성",0.2,1.0,0.0,0.0,0.0,0.0,0.09,1.0,0.15,1.0,3.44827586206897,0.0
3,"공통가설","가설건축물","컨테이너형","2-3-2 콘테이너형 가설건축물 설치 및 해체('09, '22년 보완)","3*9 기준(27m2)","개소","비계공 1인, 특별인부 1인, 크레인(10ton) 1대 기준","장비 생산성",0.78,1.0,0.0,0.0,0.38,1.0,0.0,0.0,2.0,1.0,4.0,8.0
14,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","설치: H형강지주 11m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대, 크레인 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
10,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","설치: H형강지주 4m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.49,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.63,1.0,70.0,30.0
12,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","설치: H형강지주 7m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
15,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","해체: H형강지주 11m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대, 크레인 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
11,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","해체: H형강지주 4m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0
13,"공통가설","가설울타리","H형강지주","2-4-2 H형강 지주 설치 및 해체","해체: H형강지주 7m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
24,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","설치: 울타리판 높이 10.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.28,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,90.0,0.0
20,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","설치: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.24,1.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,120.0,0.0
22,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","설치: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.28,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,100.0,0.0
25,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","해체: 울타리판 높이 10.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.11,1.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,230.0,0.0
21,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","해체: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.1,1.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,300.0,0.0
23,"공통가설","가설울타리","가설방음판","2-4-4 세로형 가설방음판 설치 및 해체","해체: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.11,1.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,260.0,0.0
30,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","설치: 울타리판 높이 10.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.28,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,35.0,0.0
26,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","설치: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.24,1.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,50.0,0.0
28,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","설치: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.28,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,40.0,0.0
31,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","해체: 울타리판 높이 10.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.11,1.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,90.0,0.0
27,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","해체: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.1,1.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,120.0,0.0
29,"공통가설","가설울타리","가설방음판","2-4-5 가로형 가설방음판 설치 및 해체","해체: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.11,1.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,105.0,0.0
16,"공통가설","가설울타리","가설울타리판(EGI)","2-4-3 가설울타리판 설치 및 해체","설치: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.26,3.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,110.0,115.0
18,"공통가설","가설울타리","가설울타리판(EGI)","2-4-3 가설울타리판 설치 및 해체","설치: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.3,1.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0,0.0,95.0,0.0
17,"공통가설","가설울타리","가설울타리판(EGI)","2-4-3 가설울타리판 설치 및 해체","해체: 울타리판 높이 3.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.1,1.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,280.0,0.0
19,"공통가설","가설울타리","가설울타리판(EGI)","2-4-3 가설울타리판 설치 및 해체","해체: 울타리판 높이 6.0m이하",m,"비계공 3인, 보통인부 1인 기준","인력 생산성",0.12,1.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,280.0,0.0
6,"공통가설","가설울타리","강관지주","2-4-1 강관 지주 설치 및 해체","설치: 강관지주 4m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.49,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.63,1.0,100.0,100.0
8,"공통가설","가설울타리","강관지주","2-4-1 강관 지주 설치 및 해체","설치: 강관지주 7m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
7,"공통가설","가설울타리","강관지주","2-4-1 강관 지주 설치 및 해체","해체: 강관지주 4m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0
9,"공통가설","가설울타리","강관지주","2-4-1 강관 지주 설치 및 해체","해체: 강관지주 7m 이하(지주간격 2m)",m,"비계공 3인, 보통인부 1인, 굴착기(0.2㎥) 0.5대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0
32,"공통가설","자동세륜기","","2-11-6 자동세륜기 설치 및 해체('09, '12, '19년 보완)","설치: 8롤(2200*5150*1000), 구체포함","회","크레인(10ton) 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0,3.07692307692308,0.0
33,"공통가설","자동세륜기","","2-11-6 자동세륜기 설치 및 해체('09, '12, '19년 보완)","해체: 8롤(2200*5150*1000), 구체포함","회","크레인(10ton) 1대 기준","장비 생산성",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.0,2.42424242424242,0.0
299,"금속공사","경량벽체틀","","8-2-5 경량벽체철골틀 설치('22년 신설, '24년 보완)","경량철골(스터드), 폭 150mm 이하","㎡","내장공 2인, 보통인부 1인","인력 생산성",0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,65.0
307,"금속공사","경량천장철골틀","","8-2-4 경량천장철골틀 설치('02, '07, '16, '22, '24년 보완)","내진시스템, M-BAR (간건 300mm)","㎡","내장공 2인, 보통인부 1인 기준","인력 생산성",0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0
302,"금속공사","난간","앵커고정식 난간","8-2-2 앵커고정식난간 설치('97년 신설, '07, '16, '24년 보완)","공장제작 난간",m,"철공 2인, 보통인부 1인 기준","인력 생산성",0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0
301,"금속공사","난간","용접식 난간","8-2-1 용접식난간 설치('17, '24년 보완)","규격철물 설치",ton,"용접공 2인, 철공 1인, 보통인부 1인 기준","인력 생산성",0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.0
300,"금속공사","난간","용접식 난간","8-2-1 용접식난간 설치('17, '24년 보완)","현장제장 설치",ton,"용접공 2인, 철공 2인, 보통인부 1인 기준","인력 생산성",0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.0
305,"금속공사","외벽 패널","패널설치","","벽","10㎡","철공 3인, 보통인부 1인 기준","인력 생산성",0.0,0.0,0.39,1.0,0.0,0.0,0.24,1.0,0.0,0.0,65.0,0.0
306,"금속공사","외벽 패널","패널설치","","천장 ,지붕","10㎡","철공 3인, 보통인부 1인 기준","인력 생산성",0.0,0.0,0.47,1.0,0.0,0.0,0.29,1.0,0.0,0.0,55.0,0.0
303,"금속공사","외벽 패널","하지철물","8-2-6 금속패널 설치","벽","10㎡","용접공 2인, 철공 3인","인력 생산성",1.3,1.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
304,"금속공사","외벽 패널","하지철물","8-2-6 금속패널 설치","천장, 지붕","10㎡","용접공 2인, 철공 3인","인력 생산성",1.56,1.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
313,"기계설비공사","강관","","1-1-2 용접배관('93, '13, '15, '19, '25년 보완)","배관용 탄소 강관 및 스테인리스 강관(100mm)",m,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6
314,"기계설비공사","강관","","1-1-2 용접배관('93, '13, '15, '19, '25년 보완)","배관용 탄소 강관 및 스테인리스 강관(200mm)",m,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
